publishedAt,authorDisplayName,textDisplay,polarity_score,polarity
2023-10-03T23:46:00Z,@latifrunadyaugusteangsar8674,mestinya pemerintah sadar sepinya mall bukan karena tik tok shop melainkan rakyat indonesia ngak punya duit untuk beli ini itu jadi yg utama sekarang buat makan,2,positive
2023-10-03T23:54:47Z,@lensasenibudayaaceh,kebijakan yg tidak berpihak ke rakyat br hanya anies yg membela rakyat yang melakukan dagangan online,-10,negative
2023-10-04T00:10:46Z,@arham8872,ekonomi negara masih baik saja bg cuma duit udah di monopoli oleh onlen shop duit ngk berputar lagi di kalangan bawah sekarang duit langsung ke org kaya br bukti nya liat omset pedagang onlen sehari bisa dpt ratusan jt hingga milyar lebih,2,positive
2023-10-04T00:52:33Z,@kamilbintangutara,sumpah dmna umkm ngeluh lebih dari corona padahal tanggal muda tpi parah omset drastis turun dari sesudah lebaran haji tak kunjung membaik heran ku,-8,negative
2023-10-04T01:00:38Z,@user-cs9xq4qw7g,maaf anda warassss,1,positive
2023-10-03T23:43:46Z,@kartiyahs29,aku lebih suka belanja di tokonya langsung pilih bebas bisa langsung pegang barangnya bagus apa tidak soal harga lihat barang kalo bagus yg mahal kalo jelek murah,6,positive
2023-10-04T00:33:38Z,@tariofficial9902,sama mb aku orangnya simpell suka belanja di pasarr dri pd onlinee pernah online baju yang datang kayak saringan tahu,4,positive
2023-10-04T01:04:04Z,@drflasher7645,sama saya pernah belanja online x barang tidak sesuai foto nya bagus luar biasa tapi kenyataannya sudah kapok kalo beli make up dan baju dll saya seneng beli offline pegang barang langsung sekalian jalan,14,positive
2023-10-04T01:25:02Z,@supraptiprapti6528,sy jg pernah beli baju sepatu online tdk sesuai dgn fotonya amat sangat kecewa terakhir beli kursi ukir jepara jg mengecewakan sekarang kalau beli lebih baik langsung ke tokonya saja bisa milih langsung tahu barangnya,21,positive
2023-10-04T01:34:14Z,@rizalprasetyorizal519,jd bgmn dgn kami yg jauh dari kota,-8,negative
2023-10-04T01:35:03Z,@drflasher7645,betul mbak kalo sudah kadung beli terus jelek gitu kita mau komplain kemana tidak ada hukum yg jelas kita yg jelas dirugikan,11,positive
2023-10-03T23:42:44Z,@jamalnasir2794,kasihan dong pedagang kecil,1,positive
2023-10-04T00:16:31Z,@arham8872,pedagang kecil ngk ada yg bisa berkembang tiktok klw efiliet nya emang banyak penyambung tangan pemilik barang br pemilik barang rata org kya seprti pemilik kompeksi,15,positive
2023-10-04T03:14:58Z,@jamalnasir2794,bnr bg emang setiap pedagang pny smart phone mikir,2,positive
2023-10-03T23:40:39Z,@simawar4602,lah pampers ane gimana dung,0,neutral
2023-10-04T00:30:33Z,@arham8872,pake sendiri bg,-3,negative
2023-10-04T01:25:36Z,@simawar4602,bayi ane yg butuh bambang,-8,negative
2023-10-04T01:38:38Z,@ambarlm5489,jualin di t kped susah amat,1,positive
2023-10-03T23:40:06Z,@rizalkariyanto7006,pasti tik tok punya solusinya apapun semakin besar pasti ada saja batu sandungannya,21,positive
2023-10-04T01:28:04Z,@ashchanel1139,tiktok itu punya orng asing,1,positive
2023-10-04T05:35:09Z,@rudiharahap3497,lain juga punya org asing,-1,negative
2023-10-03T23:39:52Z,@bejolesperinggo,jangan tebang pilih itu gimana shopee lazada dan lainnya,-7,negative
2023-10-03T23:53:17Z,@finsaraditya6454,mereka sdh pny izinnya bang tiktok aja yg blm,1,positive
2023-10-03T23:57:07Z,@bejolesperinggo,bikin undang undangnya untuk melarangnya soalnya efeknya sama mematikan umkm offline juga malah mereka lebih duluan sedangkan tiktokshop kemudian,7,positive
2023-10-03T23:59:04Z,@hatori7720,yg lain sudah punya wadah berjualan sendiri boss tiktok masih campur,4,positive
2023-10-04T00:00:53Z,@bejolesperinggo,maksud saya efek ke umkm offline nya sama aja bosss,7,positive
2023-10-04T00:30:07Z,@arham8872,shope lazada aplk nya berat hp kentang ngelag,0,neutral
2023-10-03T23:39:34Z,@windasari563,tiktok ga jls dpt hadiah katanya juta masuk rek sukses pas di cek zonk klo cuma mau ngerjain org jangan lah berlebihan dasar php lah,-3,negative
2023-10-03T23:38:30Z,@redylombok6062,tutup tiktoknya baru bagus jangan menyalahkan orng bro,-3,negative
2023-10-04T00:35:29Z,@fauzanozon6186,pahami informasinya mas,2,positive
2023-10-03T23:38:05Z,@AishaPashaPatria,kenapa ya,4,positive
2023-10-03T23:41:35Z,@azfara6921,penjual oflen pada bangkrut,-8,negative
2023-10-03T23:48:10Z,@muchammadiqbal4989,usaha online bangkrut dan usaha offline bangkit kembali,-1,negative
2023-10-03T23:37:17Z,@fakta-baru,kalo saya tetap mendukung keadaan yang sekarang di mana jual beli online lebih laku dari pada offline soalnya yg offline terlalu banyak mengambil ke untungan mereka para pengusaha jual offline pingin cepet kaya meski mencekik saudara sendiri br jika jual beli online mau di tutup maka akan ada berapa juta pengangguran yang bisa terjadi pada kurir br sudah lah pak kita harus realistis lebih menguntungkan mana terhadap rakyat kecil antara jual beli online dan offline justru keadaan ini lebih memihak pada rakyat tidak mampu karena harganya lebih terjangkau br biarkan saja pak para pengusaha jual offline itu jangan terlalu di urus kita lihat aja ke bawah mereka yg tergolong rakyat tidak mampu yg awalnya tidak bisa beli sekarang karena ada jual beli online harganya murah dan terjangkau mereka bisa beli dan ada senyum bahagia di wajahnya,-1,negative
2023-10-03T23:42:32Z,@simawar4602,disini offline masih rame bung pasar rame toko grosir sama toserba juga rame ada nya tik tok shop ngga ngaruh,11,positive
2023-10-03T23:44:48Z,@lilizatang3900,tapi kekadang beli online tak sesuai dgn barang yg di beli,7,positive
2023-10-03T23:45:15Z,@muchammadiqbal4989,bang betul sekali toserba yogya swalayan aja rame kok,4,positive
2023-10-03T23:52:14Z,@trivenarinirini1299,iya klu saya lbh memilih beli langsung,2,positive
2023-10-03T23:58:15Z,@defloranormayunitanubatoni4198,iya saya pun setuju kak,-2,negative
2023-10-09T22:44:29Z,@IKHWAN.F.H,kalau belum bisa ngatur hal baru kembalikan sistim dagang seperti dulu jangan ada perdagangan onlin sudah jelas onlin secara pakta riil mengganggu dan membunuh pasar bagai mana jika pasar seluruh indonesia bangkrut habis lah pajak dari parkir dan pasar tambah ancur ekonomi rakyat kecil,4,positive
2023-10-08T00:32:32Z,@Deddy.S.,sejauh mata memandang sih cukup adil,-3,negative
2023-10-07T00:21:41Z,@user-hz4sj6vr3l,ada yg diuntungkan amp ada juga yg dirugikan,8,positive
2023-10-06T07:41:46Z,@hambailmu6720,yang diuntungkan pasti menolak ditutup br yang dirugikan pasti setuju ditutup br br br semoga umkm maju,-4,negative
2023-10-05T06:23:21Z,@globekopi9169,memaksakan masyarakat untuk membeli mahal dasar otak pemerintah penindas rakyat,6,positive
2023-10-04T14:08:16Z,@ErniJohan-iz4iw,alhamdulillah tik tok tutup lagian yg ky makin kaya,4,positive
2023-10-04T11:25:00Z,@JimmyParlin,saya belanja online krn harga lebih murah dari pada harga di toko dekat rmh saya,1,positive
2023-10-04T06:35:42Z,@healthylife4973,masalah yg sesungguhnya adalah rakyat tdk mencintai produk dalam negri br ini yg harus di perbaiki rakyat sdh menghianati produk negaranya sendiri,4,positive
2023-10-04T13:15:39Z,@suhendra8670,yang murah ya itu yg dibeli,0,neutral
2023-10-04T05:28:39Z,@khadaxa,apapun peraturan bila ini tujuanya baik ya setuju namun yakin ini peraturan bisa merubah sitwasi ofline ingat ini zaman digital mestinya kalau mau turun berbisnis harus siap bersaing jangan cengeng tangisan ofline hanya bikin aparat terkait tambah gemuk,-4,negative
2023-10-03T11:35:18Z,@indrapokmen2918,kenapa ko judi online sampe sekarang ga di tutup quot kenapa,-2,negative
2023-10-03T09:18:02Z,@jekywang9155,di china pemulung pengemis pakai scab quris kalau minta quot in umkm kalah disektor digital karna efek gaptek gx mau belajar kita yg julan online ud tahun sekedar cari makan bukan kayak di rugikan,0,neutral
2023-10-03T01:31:38Z,@Juari-dp1dz,ambil yang lebih bermanfaat rakyat peningkat ekonomi merata tinggalkan yang ber efek keburukan yang menjadikan efek modorat dominasi ekonomi pemerataan global,-12,negative
2023-10-02T11:34:38Z,@bintangfajar-md4js,utk pemerintah pedagang offline hrsnya dah paham knp sepi mungkin dri segi harga jual terlalu tinggi sebelum pandemi siklus perdagangan udah sepi trus ke covid tambah sepi online shop sudah ada sejak dlu knp gak demo sejak dlu knp pas ada tiktok lagi rame jdi kambing hitam gak adil klu memang bisa mengikuti digitalisasi pemerintah perekonomian hadir utk mengedukasi digitalisasi bukn main tutup platform tau gak tiktok itu bisa merangkul umkm kecil mahasiswa pelajar bisa belajar wira usaha tanpa modal hrsny ini disupport pemerintah bukn mengikuti yng blm tentu benar klu memang minta ditutup semua platform ditutup juga internet tutup hp juga dilarang peredarannya tpi pemerintah hrs siap tanggung jawab dampak ini semua,-8,negative
2023-10-02T09:30:03Z,@ujungpanas9198,harusnya ada platform khusus grosir dan eceran di pisah atau ijin nya berbeda dan pajak nya berbeda,-10,negative
2023-10-02T03:10:27Z,@palistinamerdeka,sulit maju kalau tidak bisa mengikuti perkembangan zaman dan perkembangan teknologi manusia sekarang pengen yang instan sudah sudah malas ribet apalagi tawar menawar sering timbul mengibuli,-4,negative
2023-10-02T00:51:51Z,@breakhart,kalo indonesia lebih kearah supaya urus ijin dan perpajakan dulu aja karena yg dikenakan skrg masih pajak iklan belum pajak masing toko nya makanya hanya boleh promosi br br masalah data gw cm ketawa karena bocor nya malah data sering terutama data pemilik kartu kredit tapi ga pernah rame soal monopoli juga tiktok ga punya pengiriman sendiri dan pembayaran juga pakai payment yg ada bukan buat sendiri justru marketplace yg jelas punya pengiriman sendiri dan pembayaran sendiri santai aka kan,-24,negative
2023-10-01T14:11:47Z,@Juari-dp1dz,utamakan perekonomian rakyat serta membuka lapangan kerja rakyat maju lancar ekonomi lestri masa depan serta menjaga keseimbangan maju berkeadilan ekonomi maju bersama lancar,21,positive
2023-10-01T13:58:11Z,@Juari-dp1dz,pemerataan dan kesempatan hidup ekonomi rakyat bersama lestari lancar ekonomi masa depan jangka panjang ekonomi nasional rakyat semesta berke adilan ekomi stabil dalam kemajuan rakyat semesta,24,positive
2023-10-01T08:24:55Z,@iyussafrudin617,harusnya pajak masuk ke digital jadi harha tetap akan sama dengan yamg di pasar tradisional,-4,negative
2023-10-01T03:49:11Z,@baguspranata9189,cintai barang impor br br br biar indonesia banyak masyarakat kelaparan br kemiskinan meledak,4,positive
2023-09-30T13:02:41Z,@davepasaribu4468,wa ig fb senuanya aja dilarang bos biar balik lg kaya jaman purbakala negara lain udh mau ke bulan indonesia msh dibawah tanah miris,-5,negative
2023-09-30T13:01:45Z,@abangedo5566,banyak yg ga faham bkn platform amp produsennya tapi barang tu langsung impor semuaa mangkanya murah,9,positive
2023-09-30T11:38:48Z,@hafidzpoetrasampoerna8295,beli bahan murah dilarang yg bersaing kalah dengan yg ber uang,-5,negative
2023-09-30T10:45:15Z,@sengklekchenel1954,konsumen pasti milihnya yang murah lah,1,positive
2023-09-30T08:43:41Z,@SandiIswoyo-de7rp,saya sangat setuju kalo tiktok shop di tutup,2,positive
2023-09-30T05:12:07Z,@reisyawicaksono-mq2nq,tik tok shop di urusi wkkwkqkqkw korupsi moh habiskan dulj,-4,negative
2023-09-30T04:12:42Z,@roniramadhanni1538,kalo menurut ku sih ini sifatnya sementara era dan zamannya sdh berubah semua serba digital apalagi pangsa pasar e commerce yg luas br mudah dan prakti serta murah dari segi kita berbelanja menjadi sebuah kebutuhan beli lewat online,7,positive
2023-09-30T03:57:55Z,@gdgd1036,kalau pemerintah mau meningkat daya bei pasar bukan tiktok yg di tutup br ekonomi yg merosot tiktok yg jd kambing itam br baikin aja harga hasil tani di jamin rakyat makmur br terutama karet ma getah br politik pencitra an br ketololan yg ga di sadari,0,neutral
2023-09-30T03:00:41Z,@soborowo687,kemarin yg eluh kan digitalisasi,0,neutral
2023-09-29T23:40:24Z,@hanifprabowo1381,alasannya cuma satu yaitu duit biar tiktok bikin izin terus bayar ke pemerintah pasti ada aja cara buat malak tiktoknya kan udah kemaren dimintain bikin izin bayar sekian nah sekarang cari alasan lain bikin skenario seakan pro umkm offline padahal tujuan utama nya misahin tiktok shopnya supaya bikin izin juga tiktok jadi bayarnya dobel cuan ngga tuh,-18,negative
2023-09-29T15:59:41Z,@joesteve777,saran saya balik aja jaman batu blanja user ketemu pedagang uda usah pake acara online an tutupen ae biar fair kembali,-3,negative
2023-09-29T14:37:40Z,@qiao1976,jangan nanggung kalo tutup yg berbau online tutupin semua tidak ada lagi yg namanya internet banking dsb kita kembali ke zaman yang serbq manual saja,-20,negative
2023-09-29T14:13:43Z,@putriraja6631,yang seharudnya boleh berjualan itu artis bikan rakya tuh artis juslan dmua uang mo buat apaan coba knp pd ngalah sm masyarakat kecil,-3,negative
2023-09-29T12:24:17Z,@joeabdy3547,alhamdulillah semoga kedepanya lebih baik dan tetap jaya indonesia amiin,16,positive
2023-09-29T11:54:56Z,@ikhrom776,pasar ilang kumandange,-5,negative
2023-09-29T10:31:31Z,@robbyrosdiansyah5344,era digital br br kenapa umkm tidak jual online juga br br ngeleg otak gw,-1,negative
2023-09-29T09:54:46Z,@ainibintang-pg3lm,kenapa hanya tiktok yg di tutup apa karena shopee lazada dan dll karena kalah saing jangan ada batu di dalam udang,-12,negative
2023-09-29T09:50:21Z,@ainibintang-pg3lm,sudah basah mau gmn lagi dulu gak sediah payung sih,5,positive
2023-09-29T09:44:32Z,@wahidisnen6012,asli nya sih bagus kayak tok shopie dll untuk buat lapak digital tapi sayangnya di yang ada di situ itu kebanyakan barang barang yang ada di situ itu barang barang import dengan harga yang sangat jauh dari pasar nya,-5,negative
2023-09-29T07:40:30Z,@TheFikriez,capitalist berkedok socialist,0,neutral
2023-09-29T05:13:28Z,@fakta3459,kenapa hanya di tiktok yang di larang lazada dan lainnya amaaaan,-11,negative
2023-09-29T03:49:45Z,@ilovecuan,bukan soal gak bisa bersaing br ada beberapa yg sudah mulai berubah dari rantai perdagangan br br misal gudang pabrikan sendiri yg langsung jual barang nya ke online itu aja udah langsung bnyk putusin rantai perdagangan,-2,negative
2023-09-29T02:34:29Z,@angleswheels,tv hp sdh digital masa dagang disuruh konvensional yang kembali lagi biaya premanisne berkedok biaya keamanan sehingga harga barang jadi mahal br perlindungan konsumen itu honda gmn tuh buktinya bilang aja premanisme dihidupkan,-6,negative
2023-09-28T23:37:34Z,@solusi_ruang,ya sebagus nya online lebih bagus off line bertemu langsung ada silahturahmi ada akad jual beli,23,positive
2023-09-28T23:03:54Z,@rully809,online shop memberikan lapangsn pekerjaan juga kok ke jasa kurir dan mengurangi polusi dah kemacetan jg karena kt ga harus ke toko,-8,negative
2023-09-28T20:09:04Z,@nezukoshop,harusnya pemerintah memberikan kursus kursus kepada umkm umkm yang terkendala dengan digitalisasi ini bukannya malah melarang digitalisasi digitalisasi itu penting untuk kedepannya mengurangi orang keluar rumah berarti mengurangi emisi karbon jg kedua harus ada kerjasama dng platform tsb mana yg boleh dijual mana yg tidak boleh kalau semua barang disama ratakan itu ngga adil jg misal baju dilarang dijual di ecommerce pangan dll kalau kaya handphone masa ya dilarang aneh,-7,negative
2023-09-28T20:02:51Z,@nezukoshop,namanya kemajuan teknologi ya begini orang yg ga bs mengikuti perkembangan teknologi akan tertinggal dan kukut jangan nyalahin platform nya jaman gini mana mau orang jalan satu toko ke toko lain bandingin harga capek panas belum lagi belum tentu aman,5,positive
2023-10-25T00:34:12Z,@muchammadiqbal4989,itu kalau kamu kaum rebahan maunya yang instan gak mau capek karena kamu generasi zaman now kalau saya ogah banget di suruh rebahan karne saya orangnya suka sekali yang namanya jalan ke mall walaupun sekedar cuci mata setidaknya itu sebagai sarana hiburan saya ketika saya penat di rumah syukur syukur kalau ada rejeki beli tapi beli nya ya sewajarnya aja seperlunya aja dan itupun saya lakukan setiap tahun setiap bulan ramadhan jelang lebaran kalau setiap hari jarang beli,3,positive
2023-09-28T16:25:51Z,@addieL1610,tutup juga pinjol legal dan ilegal,-2,negative
2023-09-28T15:48:15Z,@victorlosari2652,setelah tiktok shop dilarang mereka merubah nama menjadi tokek shop,-3,negative
2023-09-28T15:22:34Z,@khairulwahab1390,ssh untuk korupsi,-4,negative
2023-09-28T14:11:16Z,@DityaSangGita,mau sampai kapan pemerintah pedagang umkm alangkah lebih baik pemerintah skrg start up e commerce utk umkm jg karena perkembangan jaman ke era digital ini sudah bukan di depan mata lagi ini sudah benar terintegrasi ke keseharian kita,12,positive
2023-09-28T12:44:52Z,@rizkimhd7791,jangan salahin tiktok pak atau yg lain lain tanah abg seret karena ekonomi merosot br siapa juga yg ga pengen beli baju sambil jalan jalan online adalah pilihan terakhir,-8,negative
2023-09-28T12:02:24Z,@jay-zo9xz,gantian dong dulu loe sdh untung bnyk skrg rugi teriak memang sifat manusia kalo untung adem ayem kalo rugi teriak menjerit br sudahlah jalani hidup dgn ikhlas,-1,negative
2023-09-28T06:59:15Z,@CairaMaysanadhira-qf9mn,ya artis artis juga berjualan di tik tok banting harga pula ini yg buat hancur ekonomi kita,13,positive
2023-09-28T06:19:00Z,@wawanyogisonjaya5766,cukup berterimakasih menjaga produk dan kuantitas karya lokal baik selanjutnya terus upayakan perbelanjaan di dalam luar negeri terjangkau dan sesuai norma kesosialan yang benar,4,positive
2023-09-28T05:06:37Z,@NatalisEvander,cuma mau bilang tanah abg itu memang sepi lah hidup kita udah modern beli barang ngapain yg mahal quot mana org mau beli mahal ke pasar motor hilang helem hilang dompet hilang ribett jadinya masyakarakat beli barang yg mudah ngapain yg sulit kan gitu rejeki sudah ada yg mengatur boss,41,positive
2023-09-28T03:59:16Z,@mohammadrio5378,klau sbg pedagang online offline alhamdulillah malah yg offline lbih stabil mngkin krena tokoq sdah brdiri mlai dr jaman ortuq jd org ragu ma merk kualitas br br tp mang da bbrpa prmasalahan yg timbul krena online shopping br mslah tu adlah br smua org planggan tau klau pdagang online bnyak yg psang hrga murah bgt krena yg sbnernya mreka tu penjual grosir produsen pengimpor lngsung yg otomatis hrga jual mreka lbih murah mlah beda dkit dg pdagang retail saat beli grosir br calon planggan bkal terpaku dg model yg da online prbandingannya model online bsa jutaan model yg beda sdangkan klau toko offline cma rbuan model merk yg bsa dtemukan kenapa krena faktor nomor mngkin model yg dcari pelanggan tu model merk khusus yg hnya dmiliki online shop tsb krena sering org dtang tokoq tnjukin model amp merk yg da dgambar yg ddpat dr online dan pastinya tu merk khusus br smua pdagang online shop pun bkal sukses knpa krena dari misalkan pdagang yg jual model amp merk a yg sukses dpat bnyak planggan pasti cma yg lainnya pasti dpet pmbeli cma trjual atau lbih sdkit krena td da pdagang yg pasang hrga lbih murah dan pdagang tu bkan spa lg pedagang grosir br prbandingan hrga yg tertera online jg brpengaruh hrga online sblum check out kliatan murah krena blum da biaya penanganan amp ongkir klau da gratis ongkir tpi klau dah check out malah hrga yg toko offlineq lbih murah dkit jd org kdang tergiur br br msih bbyak faktor detail yg jd pnyebab pdagang offline kalah dg online br br tp jg bnyak planggan q yg ngeluh beli online entah krena cocok ukuran model ssuai prnah kena tipu dpet brang stok lama jd lama dpke lngsung rusak pdhal ori merk mahal dan tergantung daerah da daerah yg org nya lbih suka beli online dan da bbrapa daerah yg suka beli online br br ni mnurut pngalaman pngamatan sbg pdagang offline online,53,positive
2023-09-28T03:44:18Z,@asaz1988,waduh kok tik tok shop aja dilarang yang lain seperti lazada shopee tokopedia dan bukalapak gimana,-9,negative
2023-09-28T03:28:35Z,@scaramiaghost,asyik asyik josss,0,neutral
2023-09-28T01:42:12Z,@RiieBF,mmang tidak ada hukum yg melarang pihak manapun yg mau usaha berdagang dgn cara apapun tetapi harus saling mengerti dan memikirkan dong karna yg cari nafkah bukan hanya kalian yg memiliki perusahaan usaha dan modal besar brdagang lgsg door to door melalui media online sehingga tidak memikirkan siklus rantai makanan yg harus tetap stabilkan kami kaum receh pun mau makan dan beli susu anak bossku jd tolong hidupkanlah kembali siklus rantai itu sampai ke tingkat ritel yg bawah sini kepada pemerintah harapkan berilah aturan tegas untuk mengatasi hal ini kalian lebih pintar dan berkuasa dr kami sharusnya kalian lebih mengerti apa yg harus lakukan dan di tegaskan,-9,negative
2023-09-27T23:59:22Z,@utaofficial2966,maunya semua di pajakim dan pada akhirnya diberangkatkan ke konsumen,-7,negative
2023-09-27T20:44:11Z,@leehtp4707,facebook dan ig kena banned juga harusnya,-3,negative
2023-09-27T16:41:42Z,@visionerman3286,mau medsos tidak boleh berjualan tapi ecommerce juga tetap ada yah jelas umkm juga akan terus gulung tikar yang harus di lakukan bagaimana jalan keluar utk tidak ada persaingan harga pasar ecommerce gak perlu keluar harga murah dan free shipping lagi gimana cutomer tidak beli di ecommerce,4,positive
2023-09-27T16:18:52Z,@tinton109,aplikasi tik tok itu padahal membantu orang buat bekerja sedangkan pemerintah bantunya apa jangan bilang kalau bantunya nambah hutang biar rakyat yang bayar mampus dah,-24,negative
2023-09-27T15:36:59Z,@solintoparlindungan1066,memang budayq indonesia bukan seperti itu,-2,negative
2023-09-27T14:46:43Z,@dombagarislurus7405,kepasar br hrs nunggu hari libur kerja br udah capek muter barang yg dicari gak ada br kumuh br harga mahal dan gak punya skill nawar br resiko kecopetan hilang helm hilang motor br br online br barang yg di idamkan selalu ada br nyari barangnya sambil boker rebahan br bisa nyari harga yg murah dan gak usah ribet nawar br gak perlu nunggu libur kerja buat belanja br ngutangpun bisa loh hahaha br br saya bukan pemalas hanya saja kalo ada yg mudah kenapa harus yg ribet,15,positive
2023-09-27T14:43:39Z,@imambs3819,pak kowe ngomong kerja di rumah saiki malah binggung nutuppp plinplan kowe pak joni,5,positive
2023-09-27T14:43:25Z,@sagiderman5227,terlambat boss pemerintah harus kerja keras e commerce sudah mengakar,5,positive
2023-09-27T14:38:17Z,@Safril1221,pemerintah tugas nya menyelesaikan masalah tanpa masalah ujung ujung nya duit uud giliran ada yang mau usaha aja surat izin usaha dan dagangnya di duitkan ga bahaya ta pasar hanya bisa dikendalikan oleh pengusaha dan penguasa,-20,negative
2023-09-27T13:41:11Z,@user-rj3qk5gt3c,kemungkinan nanti shopee akan di hapus wahh bahaya,-11,negative
2023-09-27T13:31:08Z,@SumiAti-wb9hg,jaman sdh canggih yg tdk bisa mengikuti pasti ketinggalan jauh karna sdh pakai internet atau ponsel yg lebih cepat sampai,3,positive
2023-09-27T13:16:00Z,@Pa_Rt,bagi saya tidak masalah apa yg diputuskan pemerintah br br lanjut saja br br br karena efek toko offline s pi bukan karena tiktok shop doang,-19,negative
2023-09-27T12:39:31Z,@HA-fy8dl,yg harusnya dilarang itu impor asli made in luar br br sehingga e commerce jadinya isinya produk lokal br br e malah pasarnya yg dilarang padahal banyak yg terbantu di sana,0,neutral
2023-09-27T11:35:18Z,@MrMizuch1,selain tiktok mahaal,0,neutral
2023-09-27T09:53:27Z,@mengenaltuhan1805,balik jaman batu aja dah,-5,negative
2023-09-27T07:14:56Z,@spidolbiru4747,pemerintah harus cepat bertindak,-6,negative
2023-09-27T07:11:27Z,@spidolbiru4747,setuju lh,4,positive
2023-09-27T06:58:13Z,@edun.studio,nyalah kan tiktok br emang lazada sohpi dan aplikasi quot yang lain tidak ada barang impor apa haha anehh br br kalo ingin laku ya di murahan lah harga harga nya br ingin laku harga selangit sipa yang mau beli coba,-4,negative
2023-09-27T06:44:08Z,@ripediplodocus6447,ga mematikan umkm donk karena ada komunitas lain yg bangkit pedagangnya itu juga kan berevolusi plus ada pedagang yg baru,5,positive
2023-09-27T06:35:27Z,@pakhajii1710,preman di mana mana uang sewa uang trus masih uang gak jelas kami sebagai pedagang kecewa untuk keputusan,2,positive
2023-09-27T06:34:28Z,@pakhajii1710,di larang trus kalau mau beli apah apah harus di samperin gtuh gak mikir sampe sanah harus nya ada penyeimbangan mau oflane atau online kalau gak bisa ikutin online ajh,3,positive
2023-09-27T05:29:52Z,@abdurohim1238,mengerikan efek ny memang uang mandek di satu orng distributor besar di masyarakat perputaran uang jd melemah begitu mungkin menurutpandangan saya,11,positive
2023-09-27T04:40:04Z,@aniatika3749,barangan online harga nya lebih murah sbb yg di jual barang kilang yg sdh sikit reject kadang kita beli pn barangnya kurang memuaskan,9,positive
2023-09-27T03:46:46Z,@agnesmeliana442,dgn adanya commerce toko online yg harganya murah orang miskin pun bisa beli barang dan merasakan manfaat bkn cuman mikiran pedagang offline yg sdh kaya puluhan tahun,4,positive
2023-09-27T03:40:30Z,@agnesmeliana442,kalau commerce dilarang berarti yg boleh dagang hanya pemilik toko dan lapak saja yg sdh kaya yg bisa dagang,-2,negative
2023-09-27T03:28:02Z,@agnesmeliana442,dulu grab gojek dilarang ternyata membantu jutaan bahkan puluhan juta orang,3,positive
2023-09-27T03:21:07Z,@anakpintarfaris7752,seharusnya kita mengimbangi perkembangan zaman bukan balik ke zaman dulu tapi ya sudahlah mungkin ini yang terbaik padahal aku sangat terbantu untuk membeli produk,7,positive
2023-09-27T03:20:23Z,@ilham_7770,yang mengeluh pedagang pakaian yg hanya ada di tanah abang tapi yg berdampak semua pedagang pedagang makanan pedagang jajan pedagang kabel lampu pedagang nutrisi dll,0,neutral
2023-09-27T03:16:44Z,@rudin6379,games selot di tutup baru bisa normal masarakat sekarang lebih memilih buat main selot dari pada untuk belanja,-1,negative
2023-09-27T02:59:06Z,@ummahnyazahrodanumar5943,padahal umkm itu juga banyak yg menjual produknya di ecomerce dan kebanyakan customernya dari ecomerce dan krn sudah berkembang pesat di ecomerce mereka akhirnya juga menyerap banyak tenaga kerja untuk mereka pekerjakan,6,positive
2023-09-27T02:57:52Z,@agungpatie-rk1xw,yg bikin saya penasaran itu bagaimana cara melarang nya soalnya banyak masyarakat yg pakai media sosial,-5,negative
2023-09-27T03:08:13Z,@vickyvictory5617,lah kan langsung pelarangannya ke perusahaan tiktoknya jadi nanti di tiktok tidak akan tersedia lagi kernjang kuningnya begitu,1,positive
2023-09-27T03:21:56Z,@agungpatie-rk1xw,ow begitu ya maaf saya gak tau jadi bingung,0,neutral
2023-09-27T02:48:54Z,@myrnasuksmaningdyah9803,eranya memang sudah berubah diberbagai sektor diarahkan serba digital serba praktis dan mudah br pemerintah jangan asal melarang tapi memberikan solusi aturan yg tepat untuk penjualan online maupun offline di sektor terutama umkm,16,positive
2023-09-27T02:42:28Z,@alfian3955,kalau bisa diapus aja biar rakyat umkm yang buka tokoh dan grosiran bisa jual beli lagi,-1,negative
2023-09-27T02:37:52Z,@Desdiana,gara gara tanah abang sepi pemerintah langsung turun tangan pukul social ecommerce br padahal dari data yang di tampilin tiktok ngak ada apa dibangding shopee dan tokopedia br artinya bukan tiktok masalahnya dan dari sini bisa kita lihat tanah abang punya beking orang penting di pemerintah coba kalo yang sepi ruko biasa di pinggir jalan siapa yang peduli br ini pemerintah langsung bikin peraturan buat neken e commerce demi tanah abang pantes dulu ahos ribut sama lulung soal tanah abang siapa yang ganggu tanah abang bakal disikat boss,-17,negative
2023-09-27T02:17:41Z,@J_Oppenheimer,ga apa tiktok ditutup aja saya sebagai konsumen tinggal pindah apps masih ada shopee toped lazada livenya diskon looh perpindahan pembelinya hanya dari online keonline bukan dri online ke tanah abang,-9,negative
2023-09-27T02:08:26Z,@InoTimorGaming,saya sich setuju aja asalkan pemerintah bisa membeda mana yg ecommerce dan mana yg murni medsos,2,positive
2023-09-27T01:46:01Z,@harunarrasyid8022,judi online apa kabar,-1,negative
