publishedAt,authorDisplayName,textDisplay,likeCount;
"2023-09-27T02:39:11Z,@dodi5646,""artis artis maruk salah satu penyebab semua mata tertuju ke tiktok shop, setiap live pamerin Omset puluhan miliyar sekali live, jadi prasangka pemerintah dan masyarakat umum ygn jualan ditiktok itu rame semua, padahal seller kecil juga pada sepi, penonton juga sepi.. tiktokshop ditutup mereka artis masih banyak tabungan, kalau kita seller kecil mau usaha apa lagi"",0";
2023-09-27T02:35:23Z,@minangbana9488,Keluhan mereka kesusahan bayar kariawan.<br>Tapi keluhan pedagang d pasar<br>Kesusahan buat makan.,0;
"2023-09-27T02:33:41Z,@kotabojonegoro,""Saya juga seller di tiktok, tp saya lbh suka kebijakan ini. Sebab algoritma tiktok hanya membela yg bayar saja.  Jutaan seller disana tp yg sukses prosentasenya kecil bgt. Itupun krn mrk bayar gede"",5";
2023-09-29T02:06:16Z,@yuliatin5710,Betul sekali tiktok hanya menaikkan barang2 yg laris manis dan yg menguntungkan sdgkan yg peminatnya kecil tdk di lirik apalagi di naikan jd keputusan bgs pemerintah ngambil langkah ini,1;
2023-09-27T02:31:39Z,@zonkman1137,pikirin rakyat kecil donk jangan pikirin artis yg gayanya gede tapi otaknya serakah,0;
2023-09-27T02:28:41Z,@romyromyy3867,SAYA DUKUNG PEMERINTAH,0;
"2023-09-27T02:23:33Z,@aylatifany1998,""Seharusnya semua e comerce, pecundang selamanya Pecundang"",0";
"2023-09-27T02:23:15Z,@dapurarpa5078,""Jokowi si raja ngibul,,, rakyat rempang udh berjuang hbis2an s raja ngibul malah cengar cengir dan joget2 d ikn...<br>Tpi ini mslah yg biasa2 aja dia lgsg tancap gas"",0";
"2023-09-27T02:18:29Z,@annethakamase4573,""Tiktok tutup masi ada lazada dan shope,kita liat aja setelah tiktok tutup apa penjualan ofline akan berkibar 😂"",0";
2023-09-27T09:57:36Z,@albertneindra9078,Betul sekali setuju...,1;
2023-09-27T13:36:34Z,@wahyukun9291,Nah...ini sama dengan yang otak gue pikirin😂,1;
2023-09-27T23:19:14Z,@user-qk8ht3xe6j,Betuuul..analisa yg real.ayoo bangkitkan kembali pasar2 tradisional.belanja produk2 lokal. Termasuj jajanan asli indonesia,1;
2023-09-29T05:45:56Z,@Dicolok.kempot_dicabut.Monyong,Menyumbangkan devisa...tepatnya..bang.. masyarakat kita memang mikirnya murah..tp perlahan membunuh Rupiah.. dan...untuk jangka panjang...ini tidak baik,1;
"2023-09-27T02:08:05Z,@AmeliaSintiya12-dz9gs,""Artis yang tamak emang gitu , sifat asli manusia itu kebanyakan bisa dilihat dari uang"",0";
2023-09-27T02:07:47Z,@tamiyamiya9344,Mulai kapan? Sampai hari ini masih bisa jualan ditiktok tuh..,0;
2023-09-27T02:03:25Z,@destiaprianti5559,Yang mau jualan d tik tok lu jualan aja d sana d. Cina,0;
2023-09-27T02:02:20Z,@destiaprianti5559,Nambah gimana.ynf Lo jual barang impor koplok.lo jualan aja sana d cina.,0;
"2023-09-27T01:58:26Z,@IisSah-ox9tr,""Untuk kaum muda dan yg tua, di pilpres 2024 harus bisa mengarahkan suaranya ke capres dan partai yg pemikirannya luas merakyat yg mendahulukan tabayyun, like yg setuju"",0";
2023-09-27T01:56:21Z,@IisSah-ox9tr,Di fikir yg mencari mata pencaharian di tiktok sedikit,0;
2023-09-27T01:29:34Z,@shafeeqsaleem7508,Alhamdulillah,0;
2023-09-27T01:09:39Z,@doatunis5931,Gua setuju tutup aja,0;
"2023-09-27T00:51:09Z,@yukodya,""Saya pengguna e commerce. Lebih sering beli produk lokal, praktis, harga lebih murah, barang cek lewat live atau chat<br><br>Produsen kalo jualan mesti ambil langkah baru sih ke dunia digital (bukan sosial media shop)"",6";
"2023-09-27T00:51:03Z,@jugihandoko,""KALAU TOKO TANAH ABANG TUTUP MEMANG SEJAK PANDEMI ,"",0";
2023-09-27T00:49:35Z,@jugihandoko,2024 Semakin Yakin pilin Amin anies basweddan cak imin,0;
"2023-09-27T00:39:33Z,@Vallery_Kamovka,""Prediksi bossman mardigu wowiek ternyata terbukti hari ini, produk luar yg mayoritas dari china dg strategi banting harga + cara marketing penjualanya yg ngikutin trend skrg pelan pelan mematikan umkm"",0";
2023-09-27T00:39:27Z,@acdaikinchiller1569,Lebih dukung Onlen  .. Kernamurahh,0;
2023-09-27T00:37:23Z,@dinssae363,🎉🎉🎉🎉🎉 hore hore 😂😂,0;
2023-09-27T00:32:02Z,@cellglassr1484,Pembeli online lari keshopee tokopedia lazada 🤔,0;
2023-09-29T02:26:11Z,@yuliatin5710,Nah ini baru bener jadi tdk akan ada perang harga cuma produk yg benar2 di butuhkan dan di minati yg akan di beli masyarakat bkn krn cm iming2 murahnya tp membunuh yg lain,0;
"2023-09-27T00:06:32Z,@TriIswahyudi-hc8zn,""Orang artis aja,,masih serakah aja,,,,makanya duit mutarnya ke orang kaya aja...orang lapangan makanya skg sepi"",0";
2023-09-26T23:59:26Z,@Ikbalrizkya,Saya setuju sih jualan di Tiktok dilarang 😂,0;
"2023-09-26T23:57:11Z,@Nurhasanah-yb3de,""indonesia indonesia,"",0";
2023-09-26T23:55:58Z,@user-hb6py4bw1x,jadi fungsi pemerintah itu apa?,0;
2023-09-26T23:47:02Z,@Arnasyam-ig7zk,Semua dihapus online shop,0;
2023-09-26T23:43:23Z,@Arnasyam-ig7zk,Ini hanya tiktok apa semua yg online shop...semoga mall pasar kembali rame,0;
2023-09-26T23:36:22Z,@Musliman123,Demo aja pra tik tokerr,0;
2023-09-26T23:35:15Z,@Musliman123,Udah maju.... Mundur lgi.... Kucluk kuclukk,0;
"2023-09-26T23:30:17Z,@hendarsyahsuhendar1067,""Msh Ada shopee, tu Tanah Abang jadiin RPTH @ja"",0";
2023-09-26T23:29:24Z,@bangudin3309,S7 nih m pemerintah,0;
"2023-09-26T22:54:05Z,@Bingchilling606,""Apus juga tokopedia, shopi dll merugikan pedagang"",0";
"2023-09-26T22:46:30Z,@capt.quantum,""Kalo bandel diatur TUTUP SAJA APLIKASINYA, coba lihat udah banyak negara² lain yg nutup aplikasi itu 😁"",0";
2023-09-26T22:26:13Z,@cepisas,Balikin jaringan internet ke 3G...ajh..pasti aman😊,0;
"2023-09-26T22:19:58Z,@fatimabubi5703,""500 ribu 1 juta perhari besar itu, coba tunjukin bayar pajak gak ke negara???"",0";
"2023-09-26T22:13:29Z,@iqbalbachtiar9504,""Lebih ke adab sih, kesadaran dari artis dan influencer untuk tidak memasarkan produk dari luar yang secara nyata menumbangkan produk lokal"",180";
2023-09-27T03:42:54Z,@mustaminsabe3285,Soalnya produk dlm.ada yg tdk bekualitas.di pake satu kali sdh rusak.,13;
2023-09-27T05:20:20Z,@perbaikisaja3787,​@@mustaminsabe3285emang produk luar gak ada cacat produksi apa? Cacat produksi ada dimana2 klo menurut saya.,15;
"2023-09-27T22:46:14Z,@quickcinema8031,""Artis mana punya adab, mereka masa bodoh yang penting cuann"",0";
"2023-09-28T11:55:11Z,@mangemood6462,""​​​​@@perbaikisaja3787klu masalah cacat produksi semunya pasti ada dan susah di claim mana yg terbaik (ga punya datanya) . Tapi satu faktanya skr produk luar bnyk yg dibeli drpd lokal (pasar offline tutup) . Artinya apa? Silahkan menafsirkan sendiri. Klu bagi pembeli sederhana saja ada rupa, kwalitas sama harga. Yg terbaik pasti dibeli"",0";
2023-09-26T21:38:37Z,@BAYZONA236,Jualan online ngak bayar pajak terlalu banyak merugikan negara... Beacukai ngak kena kalo barang dari negara lain... 😂😂😂 matikan tu online... Offline bayar  pajak <br>Surat izin usaha+ banyak warga negara terbantu.. Itu merurut ku.. Wajar lh onlen bisa jual murah... Ntar kena biaecukai + pajak + ongkir pasti lu ngak bakalan bisa jual lebih murah onlen blagu 😂😂😂,0;
2023-09-26T21:36:59Z,@rendyriska1320,Berarti shope lazada tokopedia juga sama pak kenpa tak di turup apa karna pajak?,0;
2023-09-26T21:36:45Z,@user-fe2nn8zc2h,Katanya resmi di larang tapi barusan saya buka tiktok masih ada yang live jualan 😄😄,0;
2023-09-26T21:31:53Z,@Azka123yt,Saya lebih bersyukur kalau penjual online di larang... Setidaknya sangat membantu para penjual ofline.,0;
2023-09-26T21:26:06Z,@ernisuwarni4888,demi kepentingan satu kawasan yang kebanyakan di dominasi warga tionghoa ( cina tanah abang )mengorbankan ribuan penduduk indonesia yang bergantung dari online shop....makasih Zul Zulkipli,0;
2023-09-26T21:06:07Z,@khoirunnisanisa5796,Lebih murah oflin murah kalau dipasar mau maunya bilang harganya sedangkan pedagang kecil ngak bisa lagi bersaing karna udah diperas untung nya,0;
"2023-09-26T21:01:29Z,@candradinata4536,""Indonesia sudah mau maju majunya, eh malah dimundurkan 10 tahun kebelakang, kocak 😂😂😂"",0";
2023-09-26T20:33:57Z,@rizalzulman6644,Mantap bapak Mentri zulkifli Hasan👍👍💚💚🙏,0;
2023-09-26T20:13:04Z,@salum6775,Mending di hps aplikasi tiktok biar ga ada yg bela diri,0;
2023-09-26T20:00:58Z,@amaliawijaya7899,Lebih bagus di tutup jd sekedar promosi gak maslah<br>Krn qta hrus selamatkn penjual offline,0;
2023-09-26T19:58:20Z,@Golbok762,Buka lapangan kerja lagi buat copet,0;
"2023-09-26T19:46:53Z,@dausk4,""Yg di bela Tanah Abang, padahal pelanggan dan seller tiktok dari seluruh daerah.. namanya juga bisnis pasti ada persaingan .."",0";
"2023-09-26T19:43:24Z,@aidilloliak38,""Entahlah, langganan yg dulu kbanyakan anak² pabrik skrng udah gak ada, krna bnyk pabrik yg tutup maka kbanyakan langganan mnghilang"",0";
"2023-09-26T19:25:38Z,@freestyle3990,""Hargnya cok yg nggk berimbang,jngan mau untung sndiri"",0";
2023-09-26T18:58:23Z,@user-jm4wz4or6i,Kaga ngaruh.. 1 dilarang seribu   <br>Ecomers tetap jalan..consumer tetap memilih harga termurah.. Masih maw larang lagi?.. Ngimpi.. Oe punya wang oe berkuawasa.. Loe olang cuma jongos yg oe bayal and bisa oe buwang kapan saja oe maw,0;
2023-09-26T18:47:00Z,@AndriSaputra77-xh5fn,G20 Negara Besar Jokoei Nikel Indonesia Kalah WHO.,0;
2023-09-26T18:41:59Z,@AndriSaputra77-xh5fn,Gue kadangkadang Edan juga lihat Jokoei Kerjasama Investor Asing??..,0;
2023-09-26T18:31:06Z,@AndriSaputra77-xh5fn,Tiktok sesuai Smartfhone XIAOMI Yea gaesss..made in China.,0;
2023-09-26T18:30:19Z,@XRoymaikel,😂😂😂 online itu enk melihat harganya .. klo offline bisa dibohongin harganya .. yg harga seratus jadi 5 ratus .. itu fakta .. <br>eh malah di tutup .. sekalian ajah hp dilarang masuk ke indonesia .. tower2 sinyal dan kabel2 fiber oftiknya di lepas semua .. kan beres .. kembali lagi ke zaman 90 an .. 😂😂😂,0;
2023-09-26T18:29:27Z,@ridlorahma,ah seandainya disuruh pulang aja sekalian,0;
2023-09-26T18:25:57Z,@AndriSaputra77-xh5fn,Negara RRC (Republik Rakyat China) Perusahaan Aplikasi Tiktok sedang Naik Daun??..,0;
2023-09-26T18:25:26Z,@ikanlele6155,YANG ADA JUGA MALAH NAMBAH MASALAH BARU 😂😂😂 PREDIKSI GUA SIH GITUU...,0;
2023-09-26T18:23:27Z,@kulkuli2332,Hidup UMKM dlm negri smoga masyarakat lebih sejahtera dn keadilan merata,9;
2023-09-26T18:21:38Z,@AndriSaputra77-xh5fn,Facebook marketplace itu baru betul untuk berjualan??..,0;
"2023-09-26T18:07:32Z,@jancukers3424,""pak presiden tolong lah kerahkan anak anak muda hacker kita lah.. suruh rampok toko online pak.. jangan bodoh bodoh banget lah,,banyak kok anak bangsa kita yang bisa rampok toko online.. jangan ditangkep.. jadinya malah berbalik melawan arah ke pemerintah kalo ditangkep.."",0";
2023-09-26T17:53:08Z,@kapalfishing4860,indonesia mundur 30 tahun ke belakanggggg,0;
2023-09-26T17:30:15Z,@AkulahBadutnyaDunia,Telat anying...,0;
"2023-09-26T17:31:32Z,@AkulahBadutnyaDunia,""Bahkan jalan sudah mulai sepi karna itu onlain ,pasar-pasar tradisional semua ingin teriak ."",0";
2023-09-26T17:24:30Z,@sangpetualang8135,Sebenarnya pemerintah yg tidak becus bekerja/ penjual yang gaptek,0;
"2023-09-26T17:16:15Z,@J_Oppenheimer,""Ga apa2 tiktok ditutup aja, sebagai konsumen tinggal pilih apps masih ada shopee, toped lazada livenya diskon 50% buat nanti beli baju lebaran, perpindahan pembelinya hanya dari online keonline, bukan dri online ke offline.."",0";
2023-09-26T16:56:30Z,@inasuponco7928,Ikut komen ahh harusnya di cari dulu titik masalah nya dan di duduk kan bersama.. antara penjual online dan oflinine... Jangan main tutup2 aja pemerintah... Di kaji dulu. Sampai ada titik temu yg pas.. Baru di putuskan...,0;
2023-09-26T16:50:52Z,@Adekelana020,Mentri gagal era,0;
2023-09-26T16:49:05Z,@helmi1595,Harus ada perlindungan konsumen biar penjual online gak seenaknya saja kasih barang sembarangan. Harus bisa retur biar gak sembarangan manfaatin orang,14;
2023-09-26T22:20:41Z,@RuruRuru-kh3ip,Online ribet buat return<br><br><br><br>Palingan tokped yang ga ribet. <br><br>Gw cuma tau Shopee dan tokped. Klo tokped emang ga ribet ini itu,2;
"2023-10-02T13:29:37Z,@shilaali6985,""Betul hrs ad aturan,,kdg pembeli kecewa Krn barang yg di kirim tidak sesuai,,kmren beli baju hrg mahal sy fikir di jamin bagus,,contoh bgus,comen pembeli pun bgus2,pas sy beli mmng bhn n jahitantn bgus,cm pnjg sebelah bhkn hampir 5 jari perbedaan bagian kiri kanan,sngt kcwa"",1";
2023-09-26T16:48:59Z,@wiwinnaningsih7647,Hore🎉,0;
2023-09-26T16:39:53Z,@Coboy_junior,Kenapa gak tiktoknya langsung diblokir dari indonesia gak ad manfaatnya,0;
2023-09-26T16:36:02Z,@martaadi9735,KLO ONLINE SALAH BARANG SERING BERANTEM SAMA PENGANTAR BARANGNYA.,0;
"2023-09-26T16:28:45Z,@Rike_Key,""Masalah nya harga pasar dan online bagaikan langit dan bumi,Sekrang kita fikir cerdas nya manusia ,beli barang sama harga nya beda jauh pilih beli yg mana,pasti online kan."",0";
"2023-09-26T16:23:18Z,@choivideo2900,""mau bisnis, sewa toko dong...  gak ada modal, kerja dong..."",0";
"2023-09-26T16:19:01Z,@suakonten,""Banyak yang lebih senang belanja online karena lebih murah, mudah, nyaman, dan aman. Sedangkan belanja ke pasar ribet, harga masih ghaib, belum ongkos, parkir, tenaga, bahkan debat sama penjual (tawar menawar).<br><br>Benahi dulu pasarnya!"",19";
2023-09-26T21:30:02Z,@Azka123yt,Ada yg sakit hati nih 😂😂😂. Saya seh lebih bersyukur kalau penjual online di tiktok di larang. <br>Semenjak adanya penjual online justru malah merugikan penjual offline...,4;
"2023-09-26T22:22:51Z,@RuruRuru-kh3ip,""​@@Azka123ytpercuma😂😂<br><br><br>U kira dengan begini, konvensional bakal rame lagi. Liat nanti. Tetep aja sepi toko Konvensional"",0";
"2023-09-26T23:51:45Z,@rachmadpadillah5174,""Belom copet, bau, preman"",4";
2023-09-27T02:37:01Z,@parno3673,@@Azka123yt emang bakal rame pedangan kuno itu bang .jaman berubah yg ga bisa ikutin jaman bakal kegilas dr masa ke masa ya GT .tiktok di larang emang tanah Abang bisa rame ?? Tinggal di lihat .ini jaman digital .,2;
2023-09-27T06:08:21Z,@yntktsw8758,penjual online protes nih yeee 🤣,2;
2023-09-26T16:09:30Z,@aliel1238,Pemerintah harus nya barag dari cina jangan masuk di indo terus...,0;
"2023-09-26T16:06:33Z,@kamalabdulmuin4217,""Kalau kembali ke offline, untuk para pedagang, mohon bersikap lebih ramah kepelanggan. Kalau jutek pelanggan juga males buat beli."",1";
"2023-09-29T13:32:26Z,@aldrichkenzie,""Betul,uda gtu belagu kl di tawar"",0";
2023-09-26T16:06:19Z,@mulkraja719,mantap<br> aku setuju,0;
2023-09-26T16:02:26Z,@kamalabdulmuin4217,Katanya penyebab pasar tanah abang sepi karena enggak ada lahan parkirnya. Orang orang jadi males kesana. Bukan karena online shop. Katanya yah... ini mah. Aku enggak tau soalnya enggak tinggal di jakarta.,0;
"2023-09-26T15:58:22Z,@ckvkhara7223,""Gk memikirkan yang miskin?apakah yang berjualan offline itu juga tidak miskin ketika ditawar dan untungnya 1000-3000 per 1pakaian dan masih harus memikirkan biaya sewanya,pajaknya, kalo kita hanya memikirkan sudut pandang orang yang jualan online dan tidak memikirkan yang berjualan offline, empati kita itu dimana."",0";
2023-09-26T15:50:23Z,@free.spider,SETUJU. KALO PERLU MUSNAHKAN TIKTOK!,15;
2023-09-26T15:50:20Z,@ckvkhara7223,Kenapa negara gak mikirin pasar tanah abang agar bisa disewa oleh orang yang jualan online trus jadikan kawasan itu agar mereka bisa langsung bertemu dengan yang sedang live dan untuk produknya harus lokal agar produk kita 60% tidak dimonopoli oleh china.. maaf saya hanya berpendapat saja walau gk dibaca yasudah!,1;
2023-09-26T15:37:42Z,@adril412,Ga memikirkan kami yang Miskim Yang Cuma Bisa Beli Barang Murah,0;
"2023-09-26T15:36:43Z,@fauziahfarah4515,""Saya udh kecewa berat sm yg namanya blnja online,mlh aku gk ada aplikasi yg brbntuk online,"",0";
2023-09-26T15:36:36Z,@adril412,Ga memikirkan kami yang Miskim Yang Cuma Bisa Beli Barang Murah,0;
2023-09-26T15:27:49Z,@user-pi9xx8sr1e,Semua ecommerce aja tutup sekalian.. 😂,0;
"2023-09-26T15:24:41Z,@kokohsetiawan8793,""Bagus si t d larang,, tpi lebih bagus Klo di Tutup aja semua market place kembali k offline semua,,,😁"",0";
"2023-09-26T15:24:21Z,@dirmanjp,""Yang dilarang cuma medsos yang jualan online, satu satunya medsos yang jualan online di Indonesia hanyalah TIK TOK ."",0";
2023-09-26T15:15:04Z,@rupalaku,Masalahnya Produk Import,0;
2023-09-26T15:14:40Z,@rupalaku,Huahaha .. kan masih ada marketplace mba ..,0;
2023-09-26T15:11:30Z,@user-yp1nm5fc2g,Pemerintah ngaco ah,0;
2023-09-26T15:10:43Z,@koleksitasimport5546,Banyak pejual daripada pembeli yg kaya semakin kaya,0;
"2023-09-26T15:08:58Z,@bigbosd7857,""Tenang.. Tenang, REJEKI SUDAH ADA YANG MENGATUR 😂😂"",0";
2023-09-26T15:06:32Z,@arifsaputra1935,Dengan penjualan di bawah harga dan artis2 sialan yg ikut jualan online dengan harga di bawah pasar # mudah2n pedagang2 kecil bisa hidup kembali Aamiin 🤲,9;
2023-09-26T22:24:28Z,@RuruRuru-kh3ip,Ga bakalan. Tetep aja online the best,1;
2023-09-27T00:15:27Z,@kus66,Artis itu dlm hal apa ajh cuma ikut²an doang sesama artis bukanlah kebutuhan atw pun kekurangan kebanyakan yg jualan sdh sultan kok..jualannya bukan karna butuh makan tp karna ikut² artis lain. Artis ini pingin jd youtuber wiih semua artis pingin d youtuber..,0;
"2023-09-27T03:02:46Z,@user-cj3nn8lt5n,""Artinya Rakyat kecil ketemu pedagang kecil ya,  kecil potensi kemajuan bro ..tawaran kecil, untungnya kecil pula wkwkwk"",1";
"2023-09-29T11:18:40Z,@toats3005,""Menurut saya jg gara2 banyaknya artis yg ikut-ikutan memang,"",0";
2023-09-26T15:05:52Z,@cooldown7825,MEMANG HARUS DILARANG<br>AFFILIATE TT ITU MACAM LINTAH<br>MENGHISAP DARAH PARA UKM 😊,0;
2023-09-26T15:04:08Z,@budikisanak6944,Pasar ilang kumandange,0;
2023-09-26T15:03:28Z,@arifsaputra1935,Alhamdulillah ya Allah 🤲 mudah2n online2 yg lain juga di batasi karena terlalu bnyk akun2 bodong di FB / IG DAN APLIKASI SOPIE DAN  APLIKASI LIANNYA 🤲🤲,0;
2023-09-26T15:02:37Z,@adiyulianto-so8sr,Pasar ilang kumandange..,0;
"2023-09-26T15:01:56Z,@borneoman7729,""Artis2 ini merusak pedagang online kecil juga,Artis2 jualan pengikutnya banyak,ada yg sponsor mereka,semua orang boleh berjualan tapi porsi besar tetap milik mereka(modal,sponsor dll)."",1";
2023-09-26T14:57:03Z,@Hanadulset123cek,Yg kaya makin kaya yg miskin makin miskin itulah pribahasa seleb yg jualan😂😂,0;
2023-09-26T14:55:54Z,@massagintingsoeka1853,Heran juga kita ini sudah pasar bebas ....koq di larang<br>Lebuh baik di tutup para penjual narkoba n koruptor<br>Itu aja koq repot....,0;
2023-09-26T15:06:18Z,@jonytoyschanel5950,negara cina juga melarang tik tok shop dan banyak negara lain negara kita membiarkan yo hancur,0;
2023-09-26T16:00:28Z,@ckvkhara7223,Dengan adanya tiktokshop berarti lu setuju bahwa ekonomi kita kedepannya akan dibawah kendali china.,0;
2023-09-26T14:52:43Z,@muisabdul3725,tv provokator😂😂😂,0;
2023-09-26T14:47:23Z,@bbytv9595,Kita liat apakah pasar tanah abang lngsung ramai atau masih tetap sepi ya adik2.,1;
"2023-09-26T14:41:18Z,@thomasliminto,""Plin plan, katanya mendukung ekonomi digital. Sekarang menciptakan masalah baru."",1";
2023-09-26T14:36:24Z,@AyuHerdiana-jc6zi,Puuh sepuuh😊,0;
2023-09-26T14:35:29Z,@widyasafitri4991,Saya lebih setuju afflen biar pedagang di pasar bisa lancar lg,0;
2023-09-26T14:32:33Z,@rinaharahmad892,Makan batu,0;
2023-09-26T14:31:03Z,@dewadewangga9466,Dulu masy. Dianjurkan belanja online krn menghindari interaksi lsg akibat covid. Skrg balik ke offline lg.. hadeuh..,1;
"2023-09-26T14:24:34Z,@akusemangat8644,""Yakin pasar tanah abang bakal rame lagi? Jaman udah berubah bro, <br>Knp ga importnya aja yg di kontrol, atau pajak jualan online nya yg dinaikkna"",0";
"2023-09-26T14:21:45Z,@CeritaAyudhien,""Judi online, pinjol....koruptor, bisa egk y di larang.....?? Andai saja"",1";
2023-09-26T14:19:51Z,@nicholasarjuna5858,Yang jelas yang terancam bukan UMKM tapi pemilik lapak atau pebisnis jual beli atau sewa lapak.,1;
2023-09-26T15:05:22Z,@natashadame4397,bener banget. mungkin mereka yg sebenernya menggoreng issue ini ya?,2;
"2023-09-26T15:11:28Z,@nicholasarjuna5858,""@@natashadame4397 iya dipikir aja.. justru UMKM banyak terbantu loh... Gak usah keluar modal banyak buat sewa lahan lapak.. gak perlu pasamg iklan spanduk, gak perlu bikin poster brosur. Jelas memangkas biaya buat jual lebih murah.. konsumen pun jadi lebih banyak gak usah ribet parkir, kecopetan.. aneh banget ini peraturan... Kalau dipaksa sewa lapak offline harus pemodal gede lah pasti.. jadi para umkm sebenarnya malah dibikin susah kalau haris jualan dengan sewa lapak."",0";
2023-09-26T15:14:16Z,@nicholasarjuna5858,Teknologi itu mempermudah dan memotong biaya yang tidak perlu. Jadi siapa disini yang dirugikan.. pebisnis properti lapak atau UMKM?. Kalau UMKM judulnya dagang laku laris dengan biaya yang lebih murah gak sewa tempat pun gak masalah.,1;
"2023-09-26T16:18:08Z,@ckvkhara7223,""Mungkin karena tiktok itu dari china dan traffic pengguna yang di indonesia banyak mereka bisa dengan mudah menambahkan barang produk mereka, karena aplikasi ini milik orang luar kita seharusnya tidak 100% percaya bahwa mereka tidak bekerjasama dengan pemerintahnya agar harga barang mereka harus diturunin supaya pasar kita hancur dan kepercayaan masyarakat pada produk lokal kita menurun di masa mendatang dan ketika sudah seperti itu saya yakin harga mereka akan dinaikkan dan kualitasnya diturunkan supaya dapat menambal hutang di masa lalu ketika menjual barang dibawah harga normal."",0";
"2023-09-27T00:51:16Z,@nicholasarjuna5858,""@@ckvkhara7223 kenapa tidak dilarang dengan solusi membuat aplikasi buatan lokal.? Contoh negri china melarang pemggunaan. Facebook, YouTube, WhatsApp diganti dan wajib menggunakan aplikasi buatan sendiri wechat. Itu adalah contoh solusi yang tidak mengajak mundur ke era primitif yang kolot, tidak efesien, dan pemborosan biaya."",0";
"2023-09-26T14:14:22Z,@hendrik2007,""Menurut saya seharusnya bukan online nya yang dilarang,tapi harganya yg perlu diatur.misal pajak di online lebih besar daripada di offline.karena sudah jamannya era digital kita dituntut agar bisa mengikuti arus.karena kalau tidak kita akan tertinggal.kalau hanya bercermin dari pasar tanah abang,nah toko2 pakaian yg berada diluar Jawa sudah lama gulung tikar karena kalah sama toko online si oren,ungu dan ijo yg menjual langsung dari pusatnya."",2";
2023-09-26T22:29:59Z,@RuruRuru-kh3ip,Byk reseller yang jual dionline tapi laku<br><br><br>Trus harga tetep online termurah. Karena ga perlu bayar sewa / charge.<br><br>Tambah lagi online jual harga terendah yang bisa diberi. Beda sama offline yang harus jual mahal dan bisa rugikan orang yang ga pandai menawar harga,0;
"2023-09-27T03:30:05Z,@Quinks29,""Ya platform nya bukan milik negara milik china gimana buat ngaturnya? Ya ga bs itu hak kebijakan mereka kalau itu kaya tokped milik kita sndri ya mngkin bs diatur. Online atau perubahan era memang ga bs dielakkan tapi masih bs kita kelola atau di manajeman biar kebablasan, gara2 perubahan zaman anak2 pun skrg main hp terus ga bs dielakkan tapi masih bs kita sbgai org tua kalau peduli ya dibatasi anak biar ga main hp terus, ada wktunya buat makan, sekolah belajar main sama tidur."",0";
2023-10-01T23:53:12Z,@hendrik2007,@@Quinks29 tidak seperti itu kawan semua pengusaha baik  asing maupun lokal tetap diatur oleh negara tidak serta-merta bebas begitu saja.,0;
"2023-09-26T14:13:24Z,@ABCD-hp9fm,""Kenapa tiktok shop yg di larang,konten perjudian dan perjudian chip yg wajib di larang,,,sedih betul idup ini"",2";
2023-09-26T22:06:41Z,@servicechrome,Lo aja yg cari2 situs judi 😂😂😂😂😂😂,1;
2023-09-26T14:10:53Z,@kamuSiapaPenguasaBumiKah,Jadi pabrik ditutup aja demi kalian bertiga ..,0;
2023-09-26T14:06:18Z,@kun694,Rezki bukan sendal.<br>Rezki tidak pernah tertukar.,0;
"2023-09-26T14:03:40Z,@partnerofficial9768,""INI MALAH JADI SALAH OMMM,,<br><br>NANTI PAKE NYA MALAH REKENING PRIBADI,,,,<br>Jadi banyak penipuan"",0";
2023-09-26T14:02:58Z,@faishalarkan7382,social comes teh naon?,0;
2023-09-26T14:02:04Z,@wongmbiyen4321,tik tok ditutup semua beralihlah ke SHOOPE  kalo gk ikutan di tutup artis masih bisa berjualan 😂,1;
2023-09-26T13:55:18Z,@mhrwryrriy371,Cabut izin lazada shopy,0;
2023-09-26T13:54:40Z,@bebasopinidonk,Tiktok bentar lagi nambah feature terbaru biar makin lengkap judi online dan pinjaman online. Dijamin betah 🤣😆,0;
"2023-09-26T13:52:06Z,@mamahaulian2202,""Cinta banget beli online tidak usah bertemu dengan penjual nya, gratis ongkir lagi....."",1";
2023-09-26T13:46:59Z,@JulianSyah-jo1ek,HARI INI MASIH BISA LIVE ...,2;
2023-09-27T12:26:55Z,@NgacakNgacakAja,Waduh,0;
2023-09-26T13:45:26Z,@naturalcraft8331,bolleh  jualan  asal produk  idalam  negrii  100 persen,0;
"2023-09-26T13:44:48Z,@Norhalisah-tk5sv,""Tentunya di segala keputusan yng mutlak dn matang tntunya sdah dprtimbngkn dri segi kelebihan maupun kkrngan, satu sisi ad yg suka, satu sisi ad yg kcewa , smoga pra pdgng kdepannya lbih berkmbng pesat lagi ssuai jamannya"",0";
"2023-09-26T13:43:27Z,@didiandi3086,""Setuju 100% tutup tiktok,<br>Kalau bs semua jualan on line d tutup"",0";
2023-09-26T13:58:50Z,@thiesemuel,dinosarus,0;
2023-09-26T15:43:44Z,@parno3673,Biasa nya ini pedagang usaha yg ga bisa ikutin jaman . makanya komen ke gini wkwkw,0;
"2023-09-26T13:43:05Z,@bramastaone6142,""Giliran tiktok shope Pemerintah sampai Presiden turun tangan mengadakan rapat. Lah giliran koruptor,judi online,pinjol online, terus kasus siapa tuh si Sambalado lemot nya minta ampun 😂😂😂"",0";
